step,loss,loss_recon,lr_model
15140,0.15391,0.0,2.96e-06
15160,0.16155,0.0,2.96e-06
15180,0.1488,0.0,2.96e-06
15200,0.15203,0.0,2.96e-06
15220,0.14795,0.0,2.96e-06
15240,0.16022,0.0,2.96e-06
15260,0.14496,0.0,2.96e-06
15280,0.14934,0.0,2.96e-06
15300,0.14536,0.0,2.96e-06
15320,0.16689,0.0,2.96e-06
15340,0.16714,0.0,2.96e-06
15360,0.16939,0.0,2.96e-06
15380,0.16269,0.0,2.96e-06
15400,0.15647,0.0,2.96e-06
15420,0.15274,0.0,2.96e-06
15440,0.15605,0.0,2.96e-06
15460,0.14753,0.0,2.96e-06
15480,0.14288,0.0,2.96e-06
15500,0.14772,0.0,2.96e-06
15520,0.15535,0.0,2.96e-06
15540,0.14654,0.0,2.96e-06
15560,0.15632,0.0,2.96e-06
15580,0.15028,0.0,2.96e-06
15600,0.15569,0.0,2.96e-06
15620,0.1554,0.0,2.96e-06
15640,0.15056,0.0,2.96e-06
15660,0.16688,0.0,2.96e-06
15680,0.16467,0.0,2.96e-06
15700,0.17301,0.0,2.96e-06
15720,0.18364,0.0,2.96e-06
15740,0.15032,0.0,2.96e-06
15760,0.16275,0.0,2.96e-06
15780,0.1502,0.0,2.96e-06
15800,0.16308,0.0,2.96e-06
15820,0.15769,0.0,2.96e-06
15840,0.15388,0.0,2.96e-06
15860,0.15339,0.0,2.96e-06
15880,0.15371,0.0,2.96e-06
15900,0.16752,0.0,2.96e-06
15920,0.16321,0.0,2.96e-06
15940,0.1532,0.0,2.96e-06
15960,0.1608,0.0,2.96e-06
15980,0.16511,0.0,2.96e-06
16000,0.16107,0.0,2.96e-06
16020,0.16874,0.0,2.96e-06
16040,0.1617,0.0,2.96e-06
16060,0.15706,0.0,2.96e-06
16080,0.1689,0.0,2.96e-06
16100,0.15446,0.0,2.96e-06
16120,0.15666,0.0,2.96e-06
16140,0.1557,0.0,2.96e-06
16160,0.16661,0.0,2.96e-06
16180,0.17981,0.0,2.96e-06
16200,0.15672,0.0,2.96e-06
16220,0.16507,0.0,2.96e-06
16240,0.15955,0.0,2.96e-06
16260,0.1559,0.0,2.96e-06
16280,0.15424,0.0,2.96e-06
16300,0.14909,0.0,2.96e-06
16320,0.15601,0.0,2.96e-06
16340,0.14231,0.0,2.95e-06
16360,0.13581,0.0,2.95e-06
16380,0.15306,0.0,2.95e-06
16400,0.15469,0.0,2.95e-06
16420,0.15853,0.0,2.95e-06
16440,0.16383,0.0,2.95e-06
16460,0.1576,0.0,2.95e-06
16480,0.16163,0.0,2.95e-06
16500,0.15321,0.0,2.95e-06
16520,0.16437,0.0,2.95e-06
16540,0.16213,0.0,2.95e-06
16560,0.16497,0.0,2.95e-06
16580,0.16028,0.0,2.95e-06
16600,0.15361,0.0,2.95e-06
16620,0.14767,0.0,2.95e-06
16640,0.15219,0.0,2.95e-06
16660,0.15586,0.0,2.95e-06
16680,0.14818,0.0,2.95e-06
16700,0.15146,0.0,2.95e-06
16720,0.15393,0.0,2.95e-06
16740,0.16193,0.0,2.95e-06
16760,0.1721,0.0,2.95e-06
16780,0.15409,0.0,2.95e-06
16800,0.17375,0.0,2.95e-06
16820,0.14918,0.0,2.95e-06
16840,0.16114,0.0,2.95e-06
16860,0.16817,0.0,2.95e-06
16880,0.15773,0.0,2.95e-06
16900,0.15845,0.0,2.95e-06
16920,0.15179,0.0,2.95e-06
16940,0.16847,0.0,2.95e-06
16960,0.15189,0.0,2.95e-06
16980,0.16749,0.0,2.95e-06
17000,0.16524,0.0,2.95e-06
17020,0.15918,0.0,2.95e-06
17040,0.17831,0.0,2.95e-06
17060,0.15832,0.0,2.95e-06
17080,0.15544,0.0,2.95e-06
17100,0.14202,0.0,2.95e-06
17120,0.1452,0.0,2.95e-06
17140,0.1461,0.0,2.95e-06
17160,0.15343,0.0,2.95e-06
17180,0.18273,0.0,2.95e-06
17200,0.17171,0.0,2.95e-06
17220,0.1705,0.0,2.95e-06
17240,0.16423,0.0,2.95e-06
17260,0.15874,0.0,2.95e-06
17280,0.14287,0.0,2.95e-06
17300,0.16266,0.0,2.95e-06
17320,0.15082,0.0,2.95e-06
17340,0.16014,0.0,2.95e-06
17360,0.14541,0.0,2.95e-06
17380,0.16253,0.0,2.95e-06
17400,0.16207,0.0,2.95e-06
17420,0.15489,0.0,2.95e-06
17440,0.16045,0.0,2.95e-06
17460,0.15814,0.0,2.95e-06
17480,0.15531,0.0,2.95e-06
17500,0.15358,0.0,2.95e-06
17520,0.16013,0.0,2.95e-06
17540,0.15765,0.0,2.94e-06
17560,0.14615,0.0,2.94e-06
17580,0.17527,0.0,2.94e-06
17600,0.18024,0.0,2.94e-06
17620,0.15513,0.0,2.94e-06
17640,0.16332,0.0,2.94e-06
17660,0.17144,0.0,2.94e-06
17680,0.156,0.0,2.94e-06
17700,0.17355,0.0,2.94e-06
17720,0.15947,0.0,2.94e-06
17740,0.16086,0.0,2.94e-06
17760,0.15979,0.0,2.94e-06
17780,0.16593,0.0,2.94e-06
17800,0.16096,0.0,2.94e-06
17820,0.16186,0.0,2.94e-06
17840,0.15672,0.0,2.94e-06
17860,0.16412,0.0,2.94e-06
17880,0.15801,0.0,2.94e-06
17900,0.14092,0.0,2.94e-06
17920,0.14571,0.0,2.94e-06
17940,0.16264,0.0,2.94e-06
17960,0.1787,0.0,2.94e-06
17980,0.16187,0.0,2.94e-06
18000,0.13336,0.0,2.94e-06
18020,0.13735,0.0,2.94e-06
18040,0.14008,0.0,2.94e-06
18060,0.15064,0.0,2.94e-06
18080,0.1671,0.0,2.94e-06
18100,0.15359,0.0,2.94e-06
18120,0.16555,0.0,2.94e-06
18140,0.13965,0.0,2.94e-06
18160,0.14463,0.0,2.94e-06
18180,0.15797,0.0,2.94e-06
18200,0.1554,0.0,2.94e-06
18220,0.16159,0.0,2.94e-06
18240,0.15591,0.0,2.94e-06
18260,0.16619,0.0,2.94e-06
18280,0.15604,0.0,2.94e-06
18300,0.16119,0.0,2.94e-06
18320,0.15181,0.0,2.94e-06
18340,0.17481,0.0,2.94e-06
18360,0.16894,0.0,2.94e-06
18380,0.15611,0.0,2.94e-06
18400,0.1468,0.0,2.94e-06
18420,0.14487,0.0,2.94e-06
18440,0.15134,0.0,2.94e-06
18460,0.15303,0.0,2.94e-06
18480,0.16849,0.0,2.94e-06
18500,0.15355,0.0,2.94e-06
18520,0.14399,0.0,2.94e-06
18540,0.1569,0.0,2.94e-06
18560,0.15777,0.0,2.94e-06
18580,0.14781,0.0,2.94e-06
18600,0.14161,0.0,2.94e-06
18620,0.14362,0.0,2.94e-06
18640,0.15047,0.0,2.93e-06
18660,0.15989,0.0,2.93e-06
18680,0.1501,0.0,2.93e-06
18700,0.15748,0.0,2.93e-06
18720,0.147,0.0,2.93e-06
18740,0.16101,0.0,2.93e-06
18760,0.15787,0.0,2.93e-06
18780,0.16786,0.0,2.93e-06
18800,0.17646,0.0,2.93e-06
18820,0.17964,0.0,2.93e-06
18840,0.16711,0.0,2.93e-06
18860,0.15849,0.0,2.93e-06
18880,0.1807,0.0,2.93e-06
18900,0.15888,0.0,2.93e-06
18920,0.15293,0.0,2.93e-06
18940,0.16586,0.0,2.93e-06
18960,0.17467,0.0,2.93e-06
18980,0.15771,0.0,2.93e-06
19000,0.15713,0.0,2.93e-06
19020,0.162,0.0,2.93e-06
19040,0.16182,0.0,2.93e-06
19060,0.14471,0.0,2.93e-06
19080,0.14402,0.0,2.93e-06
19100,0.16379,0.0,2.93e-06
19120,0.16997,0.0,2.93e-06
19140,0.14707,0.0,2.93e-06
19160,0.1682,0.0,2.93e-06
19180,0.15968,0.0,2.93e-06
19200,0.15213,0.0,2.93e-06
19220,0.16222,0.0,2.93e-06
19240,0.14582,0.0,2.93e-06
19260,0.16214,0.0,2.93e-06
19280,0.15309,0.0,2.93e-06
19300,0.1558,0.0,2.93e-06
19320,0.1505,0.0,2.93e-06
19340,0.15652,0.0,2.93e-06
19360,0.13795,0.0,2.93e-06
19380,0.1478,0.0,2.93e-06
19400,0.15481,0.0,2.93e-06
19420,0.17686,0.0,2.93e-06
19440,0.16402,0.0,2.93e-06
19460,0.17046,0.0,2.93e-06
19480,0.16172,0.0,2.93e-06
19500,0.15855,0.0,2.93e-06
19520,0.15746,0.0,2.93e-06
19540,0.15982,0.0,2.93e-06
19560,0.14611,0.0,2.93e-06
19580,0.15416,0.0,2.93e-06
19600,0.17395,0.0,2.93e-06
19620,0.17429,0.0,2.93e-06
19640,0.15492,0.0,2.93e-06
19660,0.15874,0.0,2.92e-06
19680,0.14461,0.0,2.92e-06
19700,0.15493,0.0,2.92e-06
19720,0.16618,0.0,2.92e-06
19740,0.15079,0.0,2.92e-06
19760,0.15373,0.0,2.92e-06
19780,0.15716,0.0,2.92e-06
19800,0.15563,0.0,2.92e-06
19820,0.15126,0.0,2.92e-06
19840,0.16396,0.0,2.92e-06
19860,0.16446,0.0,2.92e-06
19880,0.15267,0.0,2.92e-06
19900,0.16657,0.0,2.92e-06
19920,0.16048,0.0,2.92e-06
19940,0.1655,0.0,2.92e-06
19960,0.14826,0.0,2.92e-06
19980,0.15934,0.0,2.92e-06
20000,0.14811,0.0,2.92e-06
20020,0.15396,0.0,2.92e-06
20040,0.15834,0.0,2.92e-06
20060,0.1623,0.0,2.92e-06
20080,0.17118,0.0,2.92e-06
20100,0.15753,0.0,2.92e-06
20120,0.15846,0.0,2.92e-06
20140,0.14428,0.0,2.92e-06
20160,0.152,0.0,2.92e-06
20180,0.17161,0.0,2.92e-06
20200,0.15494,0.0,2.92e-06
20220,0.15226,0.0,2.92e-06
20240,0.16345,0.0,2.92e-06
20260,0.17876,0.0,2.92e-06
20280,0.17192,0.0,2.92e-06
20300,0.15862,0.0,2.92e-06
20320,0.16702,0.0,2.92e-06
20340,0.15135,0.0,2.92e-06
20360,0.14354,0.0,2.92e-06
20380,0.14797,0.0,2.92e-06
20400,0.1734,0.0,2.92e-06
20420,0.16837,0.0,2.92e-06
20440,0.16412,0.0,2.92e-06
20460,0.16213,0.0,2.92e-06
20480,0.15761,0.0,2.92e-06
20500,0.15888,0.0,2.92e-06
20520,0.16542,0.0,2.92e-06
20540,0.16185,0.0,2.92e-06
20560,0.1494,0.0,2.92e-06
20580,0.16637,0.0,2.92e-06
20600,0.15803,0.0,2.92e-06
20620,0.14983,0.0,2.91e-06
20640,0.16502,0.0,2.91e-06
20660,0.16836,0.0,2.91e-06
20680,0.15618,0.0,2.91e-06
20700,0.16057,0.0,2.91e-06
20720,0.16512,0.0,2.91e-06
20740,0.16206,0.0,2.91e-06
20760,0.14888,0.0,2.91e-06
20780,0.16204,0.0,2.91e-06
20800,0.16194,0.0,2.91e-06
20820,0.15493,0.0,2.91e-06
20840,0.14831,0.0,2.91e-06
20860,0.16263,0.0,2.91e-06
20880,0.14996,0.0,2.91e-06
20900,0.13769,0.0,2.91e-06
20920,0.16398,0.0,2.91e-06
20940,0.15662,0.0,2.91e-06
20960,0.16561,0.0,2.91e-06
20980,0.16442,0.0,2.91e-06
21000,0.15778,0.0,2.91e-06
21020,0.1571,0.0,2.91e-06
21040,0.1649,0.0,2.91e-06
21060,0.15597,0.0,2.91e-06
21080,0.16075,0.0,2.91e-06
21100,0.16354,0.0,2.91e-06
21120,0.16862,0.0,2.91e-06
21140,0.14995,0.0,2.91e-06
21160,0.15637,0.0,2.91e-06
21180,0.15853,0.0,2.91e-06
21200,0.16543,0.0,2.91e-06
21220,0.15657,0.0,2.91e-06
21240,0.15793,0.0,2.91e-06
21260,0.15544,0.0,2.91e-06
21280,0.14279,0.0,2.91e-06
21300,0.15198,0.0,2.91e-06
21320,0.13504,0.0,2.91e-06
21340,0.15198,0.0,2.91e-06
21360,0.16571,0.0,2.91e-06
21380,0.16193,0.0,2.91e-06
21400,0.15816,0.0,2.91e-06
21420,0.15113,0.0,2.91e-06
21440,0.16538,0.0,2.91e-06
21460,0.16528,0.0,2.91e-06
21480,0.14501,0.0,2.91e-06
21500,0.14686,0.0,2.91e-06
21520,0.16139,0.0,2.9e-06
21540,0.16835,0.0,2.9e-06
21560,0.16703,0.0,2.9e-06
21580,0.16179,0.0,2.9e-06
21600,0.15639,0.0,2.9e-06
21620,0.15164,0.0,2.9e-06
21640,0.17036,0.0,2.9e-06
21660,0.16298,0.0,2.9e-06
21680,0.16386,0.0,2.9e-06
21700,0.15488,0.0,2.9e-06
21720,0.14823,0.0,2.9e-06
21740,0.15275,0.0,2.9e-06
21760,0.15503,0.0,2.9e-06
21780,0.15022,0.0,2.9e-06
21800,0.16641,0.0,2.9e-06
21820,0.16876,0.0,2.9e-06
21840,0.164,0.0,2.9e-06
21860,0.17086,0.0,2.9e-06
21880,0.16024,0.0,2.9e-06
21900,0.15347,0.0,2.9e-06
21920,0.14983,0.0,2.9e-06
21940,0.16312,0.0,2.9e-06
21960,0.15632,0.0,2.9e-06
21980,0.14614,0.0,2.9e-06
22000,0.15086,0.0,2.9e-06
22020,0.15729,0.0,2.9e-06
22040,0.14575,0.0,2.9e-06
22060,0.15261,0.0,2.9e-06
22080,0.16469,0.0,2.9e-06
22100,0.16337,0.0,2.9e-06
22120,0.1561,0.0,2.9e-06
22140,0.16601,0.0,2.9e-06
22160,0.16403,0.0,2.9e-06
22180,0.15961,0.0,2.9e-06
22200,0.15894,0.0,2.9e-06
22220,0.16011,0.0,2.9e-06
22240,0.16412,0.0,2.9e-06
22260,0.16244,0.0,2.9e-06
22280,0.16574,0.0,2.9e-06
22300,0.15228,0.0,2.9e-06
22320,0.15981,0.0,2.9e-06
22340,0.14415,0.0,2.9e-06
22360,0.16264,0.0,2.9e-06
22380,0.16978,0.0,2.89e-06
22400,0.15551,0.0,2.89e-06
22420,0.163,0.0,2.89e-06
22440,0.15061,0.0,2.89e-06
22460,0.1564,0.0,2.89e-06
22480,0.16391,0.0,2.89e-06
22500,0.16093,0.0,2.89e-06
22520,0.16205,0.0,2.89e-06
22540,0.18372,0.0,2.89e-06
22560,0.16299,0.0,2.89e-06
22580,0.15269,0.0,2.89e-06
22600,0.16638,0.0,2.89e-06
22620,0.14294,0.0,2.89e-06
22640,0.15505,0.0,2.89e-06
22660,0.15436,0.0,2.89e-06
22680,0.14953,0.0,2.89e-06
22700,0.13861,0.0,2.89e-06
22720,0.15981,0.0,2.89e-06
22740,0.17096,0.0,2.89e-06
22760,0.15245,0.0,2.89e-06
22780,0.15535,0.0,2.89e-06
22800,0.16342,0.0,2.89e-06
22820,0.15377,0.0,2.89e-06
22840,0.14846,0.0,2.89e-06
22860,0.13461,0.0,2.89e-06
22880,0.14157,0.0,2.89e-06
22900,0.15557,0.0,2.89e-06
22920,0.1561,0.0,2.89e-06
22940,0.15989,0.0,2.89e-06
22960,0.17375,0.0,2.89e-06
22980,0.16108,0.0,2.89e-06
23000,0.14926,0.0,2.89e-06
23020,0.15266,0.0,2.89e-06
23040,0.15043,0.0,2.89e-06
23060,0.15798,0.0,2.89e-06
23080,0.16188,0.0,2.89e-06
23100,0.16718,0.0,2.89e-06
23120,0.15305,0.0,2.89e-06
23140,0.1599,0.0,2.89e-06
23160,0.17823,0.0,2.89e-06
23180,0.17201,0.0,2.89e-06
23200,0.16454,0.0,2.88e-06
23220,0.15552,0.0,2.88e-06
23240,0.1785,0.0,2.88e-06
23260,0.16077,0.0,2.88e-06
23280,0.15247,0.0,2.88e-06
23300,0.15188,0.0,2.88e-06
23320,0.16518,0.0,2.88e-06
23340,0.17299,0.0,2.88e-06
23360,0.16539,0.0,2.88e-06
23380,0.15812,0.0,2.88e-06
23400,0.1483,0.0,2.88e-06
23420,0.1579,0.0,2.88e-06
23440,0.14697,0.0,2.88e-06
23460,0.14415,0.0,2.88e-06
23480,0.15666,0.0,2.88e-06
23500,0.1691,0.0,2.88e-06
23520,0.16398,0.0,2.88e-06
23540,0.16645,0.0,2.88e-06
23560,0.14777,0.0,2.88e-06
23580,0.1622,0.0,2.88e-06
23600,0.14577,0.0,2.88e-06
23620,0.15068,0.0,2.88e-06
23640,0.16443,0.0,2.88e-06
23660,0.17154,0.0,2.88e-06
23680,0.15792,0.0,2.88e-06
23700,0.1646,0.0,2.88e-06
23720,0.16083,0.0,2.88e-06
23740,0.15836,0.0,2.88e-06
23760,0.1611,0.0,2.88e-06
23780,0.16051,0.0,2.88e-06
23800,0.15069,0.0,2.88e-06
23820,0.15256,0.0,2.88e-06
23840,0.14862,0.0,2.88e-06
23860,0.1443,0.0,2.88e-06
23880,0.16116,0.0,2.88e-06
23900,0.14937,0.0,2.88e-06
23920,0.15657,0.0,2.88e-06
23940,0.17185,0.0,2.88e-06
23960,0.1537,0.0,2.88e-06
23980,0.16432,0.0,2.87e-06
24000,0.15079,0.0,2.87e-06
24020,0.14774,0.0,2.87e-06
24040,0.15102,0.0,2.87e-06
24060,0.15613,0.0,2.87e-06
24080,0.16501,0.0,2.87e-06
24100,0.15609,0.0,2.87e-06
24120,0.16436,0.0,2.87e-06
24140,0.15757,0.0,2.87e-06
24160,0.14892,0.0,2.87e-06
24180,0.14812,0.0,2.87e-06
24200,0.16869,0.0,2.87e-06
24220,0.15349,0.0,2.87e-06
24240,0.15213,0.0,2.87e-06
24260,0.15801,0.0,2.87e-06
24280,0.14323,0.0,2.87e-06
24300,0.15366,0.0,2.87e-06
24320,0.15509,0.0,2.87e-06
24340,0.15454,0.0,2.87e-06
24360,0.16447,0.0,2.87e-06
24380,0.14177,0.0,2.87e-06
24400,0.15079,0.0,2.87e-06
24420,0.14772,0.0,2.87e-06
24440,0.14568,0.0,2.87e-06
24460,0.14181,0.0,2.87e-06
24480,0.15404,0.0,2.87e-06
24500,0.15696,0.0,2.87e-06
24520,0.14963,0.0,2.87e-06
24540,0.15012,0.0,2.87e-06
24560,0.15629,0.0,2.87e-06
24580,0.14401,0.0,2.87e-06
24600,0.16135,0.0,2.87e-06
24620,0.14448,0.0,2.87e-06
24640,0.15101,0.0,2.87e-06
24660,0.18156,0.0,2.87e-06
24680,0.15498,0.0,2.87e-06
24700,0.161,0.0,2.87e-06
24720,0.15851,0.0,2.87e-06
24740,0.15357,0.0,2.86e-06
24760,0.15202,0.0,2.86e-06
24780,0.14835,0.0,2.86e-06
24800,0.16473,0.0,2.86e-06
24820,0.17041,0.0,2.86e-06
24840,0.15013,0.0,2.86e-06
24860,0.15774,0.0,2.86e-06
24880,0.17028,0.0,2.86e-06
24900,0.16308,0.0,2.86e-06
24920,0.15458,0.0,2.86e-06
24940,0.15849,0.0,2.86e-06
24960,0.15136,0.0,2.86e-06
24980,0.15821,0.0,2.86e-06
25000,0.14603,0.0,2.86e-06
25020,0.15795,0.0,2.86e-06
25040,0.16009,0.0,2.86e-06
25060,0.16482,0.0,2.86e-06
25080,0.15355,0.0,2.86e-06
25100,0.14733,0.0,2.86e-06
25120,0.15221,0.0,2.86e-06
25140,0.15581,0.0,2.86e-06
25160,0.16694,0.0,2.86e-06
25180,0.15756,0.0,2.86e-06
25200,0.17229,0.0,2.86e-06
25220,0.17772,0.0,2.86e-06
25240,0.15728,0.0,2.86e-06
25260,0.15915,0.0,2.86e-06
25280,0.16246,0.0,2.86e-06
25300,0.16162,0.0,2.86e-06
25320,0.16104,0.0,2.86e-06
25340,0.15329,0.0,2.86e-06
25360,0.15589,0.0,2.86e-06
25380,0.16208,0.0,2.86e-06
25400,0.16141,0.0,2.86e-06
25420,0.16721,0.0,2.86e-06
25440,0.16831,0.0,2.86e-06
25460,0.15553,0.0,2.86e-06
25480,0.15909,0.0,2.85e-06
25500,0.16356,0.0,2.85e-06
25520,0.16072,0.0,2.85e-06
25540,0.16125,0.0,2.85e-06
25560,0.1466,0.0,2.85e-06
25580,0.14841,0.0,2.85e-06
25600,0.14815,0.0,2.85e-06
25620,0.16891,0.0,2.85e-06
25640,0.16197,0.0,2.85e-06
25660,0.16098,0.0,2.85e-06
25680,0.15489,0.0,2.85e-06
25700,0.1673,0.0,2.85e-06
25720,0.16521,0.0,2.85e-06
25740,0.17212,0.0,2.85e-06
25760,0.16832,0.0,2.85e-06
25780,0.16614,0.0,2.85e-06
25800,0.15864,0.0,2.85e-06
25820,0.1492,0.0,2.85e-06
25840,0.14741,0.0,2.85e-06
25860,0.16116,0.0,2.85e-06
25880,0.15383,0.0,2.85e-06
25900,0.15828,0.0,2.85e-06
25920,0.15509,0.0,2.85e-06
25940,0.16456,0.0,2.85e-06
25960,0.16882,0.0,2.85e-06
25980,0.16279,0.0,2.85e-06
26000,0.16273,0.0,2.85e-06
26020,0.15784,0.0,2.85e-06
26040,0.15888,0.0,2.85e-06
26060,0.15468,0.0,2.85e-06
26080,0.15619,0.0,2.85e-06
26100,0.15759,0.0,2.85e-06
26120,0.15293,0.0,2.85e-06
26140,0.15537,0.0,2.85e-06
26160,0.15095,0.0,2.85e-06
26180,0.13987,0.0,2.84e-06
26200,0.15077,0.0,2.84e-06
26220,0.15489,0.0,2.84e-06
26240,0.14885,0.0,2.84e-06
26260,0.16729,0.0,2.84e-06
26280,0.15011,0.0,2.84e-06
26300,0.15543,0.0,2.84e-06
26320,0.15503,0.0,2.84e-06
26340,0.14886,0.0,2.84e-06
26360,0.16129,0.0,2.84e-06
26380,0.14902,0.0,2.84e-06
26400,0.15226,0.0,2.84e-06
26420,0.15204,0.0,2.84e-06
26440,0.14142,0.0,2.84e-06
26460,0.1659,0.0,2.84e-06
26480,0.16953,0.0,2.84e-06
26500,0.1423,0.0,2.84e-06
26520,0.15773,0.0,2.84e-06
26540,0.16587,0.0,2.84e-06
26560,0.15774,0.0,2.84e-06
26580,0.16785,0.0,2.84e-06
26600,0.16195,0.0,2.84e-06
26620,0.16591,0.0,2.84e-06
26640,0.17228,0.0,2.84e-06
26660,0.16326,0.0,2.84e-06
26680,0.15127,0.0,2.84e-06
26700,0.1491,0.0,2.84e-06
26720,0.16575,0.0,2.84e-06
26740,0.16979,0.0,2.84e-06
26760,0.16752,0.0,2.84e-06
26780,0.17988,0.0,2.84e-06
26800,0.17031,0.0,2.84e-06
26820,0.15398,0.0,2.84e-06
26840,0.15262,0.0,2.84e-06
26860,0.15448,0.0,2.83e-06
26880,0.15885,0.0,2.83e-06
26900,0.14965,0.0,2.83e-06
26920,0.14548,0.0,2.83e-06
26940,0.14877,0.0,2.83e-06
26960,0.16467,0.0,2.83e-06
26980,0.16346,0.0,2.83e-06
27000,0.15758,0.0,2.83e-06
27020,0.17014,0.0,2.83e-06
27040,0.15784,0.0,2.83e-06
27060,0.1595,0.0,2.83e-06
27080,0.16788,0.0,2.83e-06
27100,0.16126,0.0,2.83e-06
27120,0.15764,0.0,2.83e-06
27140,0.16249,0.0,2.83e-06
27160,0.15788,0.0,2.83e-06
27180,0.14901,0.0,2.83e-06
27200,0.15648,0.0,2.83e-06
27220,0.14781,0.0,2.83e-06
27240,0.1563,0.0,2.83e-06
27260,0.14752,0.0,2.83e-06
27280,0.15249,0.0,2.83e-06
27300,0.14931,0.0,2.83e-06
27320,0.14466,0.0,2.83e-06
27340,0.14476,0.0,2.83e-06
27360,0.14786,0.0,2.83e-06
27380,0.14107,0.0,2.83e-06
27400,0.16942,0.0,2.83e-06
27420,0.14704,0.0,2.83e-06
27440,0.17482,0.0,2.83e-06
27460,0.15743,0.0,2.83e-06
27480,0.17065,0.0,2.83e-06
27500,0.15186,0.0,2.83e-06
27520,0.15268,0.0,2.82e-06
27540,0.16767,0.0,2.82e-06
27560,0.16085,0.0,2.82e-06
27580,0.17378,0.0,2.82e-06
27600,0.15477,0.0,2.82e-06
27620,0.15297,0.0,2.82e-06
27640,0.14554,0.0,2.82e-06
27660,0.15417,0.0,2.82e-06
27680,0.15629,0.0,2.82e-06
27700,0.15526,0.0,2.82e-06
27720,0.14116,0.0,2.82e-06
27740,0.15726,0.0,2.82e-06
27760,0.15847,0.0,2.82e-06
27780,0.13695,0.0,2.82e-06
27800,0.14528,0.0,2.82e-06
27820,0.15459,0.0,2.82e-06
27840,0.18084,0.0,2.82e-06
27860,0.15457,0.0,2.82e-06
27880,0.14337,0.0,2.82e-06
27900,0.15669,0.0,2.82e-06
27920,0.15337,0.0,2.82e-06
27940,0.15543,0.0,2.82e-06
27960,0.16745,0.0,2.82e-06
27980,0.1676,0.0,2.82e-06
28000,0.13743,0.0,2.82e-06
28020,0.15199,0.0,2.82e-06
28040,0.15658,0.0,2.82e-06
28060,0.14073,0.0,2.82e-06
28080,0.16442,0.0,2.82e-06
28100,0.15822,0.0,2.82e-06
28120,0.17049,0.0,2.82e-06
28140,0.16858,0.0,2.82e-06
28160,0.14942,0.0,2.82e-06
28180,0.1657,0.0,2.81e-06
28200,0.15206,0.0,2.81e-06
28220,0.14671,0.0,2.81e-06
28240,0.15313,0.0,2.81e-06
28260,0.16268,0.0,2.81e-06
28280,0.14988,0.0,2.81e-06
28300,0.17448,0.0,2.81e-06
28320,0.15094,0.0,2.81e-06
28340,0.16146,0.0,2.81e-06
28360,0.15671,0.0,2.81e-06
28380,0.1623,0.0,2.81e-06
28400,0.16613,0.0,2.81e-06
28420,0.15622,0.0,2.81e-06
28440,0.15056,0.0,2.81e-06
28460,0.14158,0.0,2.81e-06
28480,0.16035,0.0,2.81e-06
28500,0.15292,0.0,2.81e-06
28520,0.15432,0.0,2.81e-06
28540,0.13897,0.0,2.81e-06
28560,0.15968,0.0,2.81e-06
28580,0.15539,0.0,2.81e-06
28600,0.15301,0.0,2.81e-06
28620,0.15456,0.0,2.81e-06
28640,0.17286,0.0,2.81e-06
28660,0.1519,0.0,2.81e-06
28680,0.14866,0.0,2.81e-06
28700,0.1595,0.0,2.81e-06
28720,0.15421,0.0,2.81e-06
28740,0.1486,0.0,2.81e-06
28760,0.16312,0.0,2.81e-06
28780,0.16275,0.0,2.81e-06
28800,0.14472,0.0,2.8e-06
28820,0.1593,0.0,2.8e-06
28840,0.16111,0.0,2.8e-06
28860,0.16689,0.0,2.8e-06
28880,0.14485,0.0,2.8e-06
28900,0.16266,0.0,2.8e-06
28920,0.15549,0.0,2.8e-06
28940,0.15553,0.0,2.8e-06
28960,0.15545,0.0,2.8e-06
28980,0.15916,0.0,2.8e-06
29000,0.16716,0.0,2.8e-06
29020,0.15723,0.0,2.8e-06
29040,0.16467,0.0,2.8e-06
29060,0.16689,0.0,2.8e-06
29080,0.15205,0.0,2.8e-06
29100,0.15289,0.0,2.8e-06
29120,0.14428,0.0,2.8e-06
29140,0.14404,0.0,2.8e-06
29160,0.14941,0.0,2.8e-06
29180,0.14299,0.0,2.8e-06
29200,0.16315,0.0,2.8e-06
29220,0.15999,0.0,2.8e-06
29240,0.15819,0.0,2.8e-06
29260,0.14398,0.0,2.8e-06
29280,0.16091,0.0,2.8e-06
29300,0.15871,0.0,2.8e-06
29320,0.16321,0.0,2.8e-06
29340,0.15807,0.0,2.8e-06
29360,0.15679,0.0,2.8e-06
29380,0.15321,0.0,2.8e-06
29400,0.17138,0.0,2.8e-06
29420,0.15918,0.0,2.79e-06
29440,0.16086,0.0,2.79e-06
29460,0.1442,0.0,2.79e-06
29480,0.14983,0.0,2.79e-06
29500,0.1642,0.0,2.79e-06
29520,0.16233,0.0,2.79e-06
29540,0.15508,0.0,2.79e-06
29560,0.16711,0.0,2.79e-06
29580,0.13286,0.0,2.79e-06
29600,0.15632,0.0,2.79e-06
29620,0.16315,0.0,2.79e-06
29640,0.14326,0.0,2.79e-06
29660,0.14404,0.0,2.79e-06
29680,0.15403,0.0,2.79e-06
29700,0.15967,0.0,2.79e-06
29720,0.16439,0.0,2.79e-06
29740,0.15963,0.0,2.79e-06
29760,0.1619,0.0,2.79e-06
29780,0.16512,0.0,2.79e-06
29800,0.15446,0.0,2.79e-06
29820,0.1596,0.0,2.79e-06
29840,0.15604,0.0,2.79e-06
