step,loss,loss_recon,lr_model
4140,0.15318,0.0,2.8e-06
4160,0.15352,0.0,2.8e-06
4180,0.1641,0.0,2.81e-06
4200,0.17081,0.0,2.82e-06
4220,0.15935,0.0,2.83e-06
4240,0.15285,0.0,2.84e-06
4260,0.16196,0.0,2.85e-06
4280,0.15473,0.0,2.86e-06
4300,0.15377,0.0,2.86e-06
4320,0.1504,0.0,2.87e-06
4340,0.15407,0.0,2.88e-06
4360,0.15659,0.0,2.89e-06
4380,0.15713,0.0,2.89e-06
4400,0.16407,0.0,2.9e-06
4420,0.16029,0.0,2.91e-06
4440,0.1679,0.0,2.91e-06
4460,0.16568,0.0,2.92e-06
4480,0.15689,0.0,2.92e-06
4500,0.15756,0.0,2.93e-06
4520,0.15229,0.0,2.94e-06
4540,0.15345,0.0,2.94e-06
4560,0.17473,0.0,2.95e-06
4580,0.17948,0.0,2.95e-06
4600,0.1579,0.0,2.95e-06
4620,0.15241,0.0,2.96e-06
4640,0.14949,0.0,2.96e-06
4660,0.15742,0.0,2.97e-06
4680,0.15544,0.0,2.97e-06
4700,0.15774,0.0,2.97e-06
4720,0.14889,0.0,2.98e-06
4740,0.15835,0.0,2.98e-06
4760,0.16296,0.0,2.98e-06
4780,0.17138,0.0,2.99e-06
4800,0.15615,0.0,2.99e-06
4820,0.161,0.0,2.99e-06
4840,0.16235,0.0,2.99e-06
4860,0.16515,0.0,2.99e-06
4880,0.15408,0.0,3e-06
4900,0.14614,0.0,3e-06
4920,0.1458,0.0,3e-06
4940,0.15167,0.0,3e-06
4960,0.18068,0.0,3e-06
4980,0.16131,0.0,3e-06
5000,0.15261,0.0,3e-06
5020,0.17249,0.0,3e-06
5040,0.16008,0.0,3e-06
5060,0.1705,0.0,3e-06
5080,0.18222,0.0,3e-06
5100,0.15907,0.0,3e-06
5120,0.15069,0.0,3e-06
5140,0.14781,0.0,3e-06
5160,0.15118,0.0,3e-06
5180,0.15084,0.0,3e-06
5200,0.15189,0.0,3e-06
5220,0.15932,0.0,3e-06
5240,0.15748,0.0,3e-06
5260,0.15236,0.0,3e-06
5280,0.16609,0.0,3e-06
5300,0.14639,0.0,3e-06
5320,0.1533,0.0,3e-06
5340,0.17645,0.0,3e-06
5360,0.15203,0.0,3e-06
5380,0.16458,0.0,3e-06
5400,0.14376,0.0,3e-06
5420,0.16439,0.0,3e-06
5440,0.16999,0.0,3e-06
5460,0.16005,0.0,3e-06
5480,0.15659,0.0,3e-06
5500,0.16297,0.0,3e-06
5520,0.1605,0.0,3e-06
5540,0.1602,0.0,3e-06
5560,0.15675,0.0,3e-06
5580,0.17375,0.0,3e-06
5600,0.16211,0.0,3e-06
5620,0.16425,0.0,3e-06
5640,0.15708,0.0,3e-06
5660,0.15948,0.0,3e-06
5680,0.15747,0.0,3e-06
5700,0.1539,0.0,3e-06
5720,0.16347,0.0,3e-06
5740,0.14858,0.0,3e-06
5760,0.16258,0.0,3e-06
5780,0.14957,0.0,3e-06
5800,0.16328,0.0,3e-06
5820,0.16277,0.0,3e-06
5840,0.17502,0.0,3e-06
5860,0.16883,0.0,3e-06
5880,0.15456,0.0,3e-06
5900,0.16095,0.0,3e-06
5920,0.16021,0.0,3e-06
5940,0.15356,0.0,3e-06
5960,0.15679,0.0,3e-06
5980,0.16058,0.0,3e-06
6000,0.1671,0.0,3e-06
6020,0.15788,0.0,3e-06
6040,0.16576,0.0,3e-06
6060,0.16174,0.0,3e-06
6080,0.15975,0.0,3e-06
6100,0.14567,0.0,3e-06
6120,0.16289,0.0,3e-06
6140,0.16347,0.0,3e-06
6160,0.16908,0.0,3e-06
6180,0.16348,0.0,3e-06
6200,0.15753,0.0,3e-06
6220,0.16552,0.0,3e-06
6240,0.17933,0.0,3e-06
6260,0.16712,0.0,3e-06
6280,0.16111,0.0,3e-06
6300,0.16348,0.0,3e-06
6320,0.15768,0.0,3e-06
6340,0.15884,0.0,3e-06
6360,0.16473,0.0,3e-06
6380,0.17551,0.0,3e-06
6400,0.174,0.0,3e-06
6420,0.16545,0.0,3e-06
6440,0.15298,0.0,3e-06
6460,0.15147,0.0,3e-06
6480,0.14479,0.0,3e-06
6500,0.15023,0.0,3e-06
6520,0.15263,0.0,3e-06
6540,0.14365,0.0,3e-06
6560,0.16382,0.0,3e-06
6580,0.1499,0.0,3e-06
6600,0.15737,0.0,3e-06
6620,0.15927,0.0,3e-06
6640,0.14946,0.0,3e-06
6660,0.15498,0.0,3e-06
6680,0.15823,0.0,3e-06
6700,0.15574,0.0,3e-06
6720,0.15191,0.0,3e-06
6740,0.16427,0.0,3e-06
6760,0.16022,0.0,3e-06
6780,0.15983,0.0,3e-06
6800,0.15787,0.0,3e-06
6820,0.16724,0.0,3e-06
6840,0.16098,0.0,3e-06
6860,0.15146,0.0,3e-06
6880,0.15354,0.0,3e-06
6900,0.14463,0.0,3e-06
6920,0.15139,0.0,3e-06
6940,0.16597,0.0,3e-06
6960,0.16594,0.0,3e-06
6980,0.15438,0.0,3e-06
7000,0.16412,0.0,3e-06
7020,0.17468,0.0,3e-06
7040,0.16861,0.0,3e-06
7060,0.1674,0.0,3e-06
7080,0.16657,0.0,3e-06
7100,0.16161,0.0,3e-06
7120,0.14556,0.0,3e-06
7140,0.14433,0.0,3e-06
7160,0.165,0.0,3e-06
7180,0.15376,0.0,3e-06
7200,0.15371,0.0,3e-06
7220,0.15176,0.0,3e-06
7240,0.14048,0.0,3e-06
7260,0.15324,0.0,3e-06
7280,0.14988,0.0,3e-06
7300,0.16752,0.0,3e-06
7320,0.16501,0.0,3e-06
7340,0.15897,0.0,3e-06
7360,0.16394,0.0,3e-06
7380,0.14144,0.0,3e-06
7400,0.16921,0.0,3e-06
7420,0.15071,0.0,3e-06
7440,0.15414,0.0,3e-06
7460,0.15402,0.0,3e-06
7480,0.15718,0.0,3e-06
7500,0.1705,0.0,3e-06
7520,0.15825,0.0,3e-06
7540,0.14718,0.0,3e-06
7560,0.15546,0.0,3e-06
7580,0.17174,0.0,3e-06
7600,0.15307,0.0,3e-06
7620,0.16328,0.0,3e-06
7640,0.17199,0.0,3e-06
7660,0.15858,0.0,3e-06
7680,0.16645,0.0,3e-06
7700,0.16667,0.0,3e-06
7720,0.14873,0.0,3e-06
7740,0.14728,0.0,3e-06
7760,0.16823,0.0,3e-06
7780,0.1564,0.0,3e-06
7800,0.14902,0.0,3e-06
7820,0.14266,0.0,3e-06
7840,0.15107,0.0,3e-06
7860,0.16309,0.0,3e-06
7880,0.15086,0.0,3e-06
7900,0.14162,0.0,3e-06
7920,0.16213,0.0,3e-06
7940,0.17947,0.0,3e-06
7960,0.16365,0.0,3e-06
7980,0.16373,0.0,3e-06
8000,0.15044,0.0,3e-06
8020,0.15394,0.0,3e-06
8040,0.15973,0.0,3e-06
8060,0.15359,0.0,3e-06
8080,0.15231,0.0,3e-06
8100,0.16097,0.0,3e-06
8120,0.16476,0.0,3e-06
8140,0.15966,0.0,3e-06
8160,0.14947,0.0,3e-06
8180,0.14552,0.0,3e-06
8200,0.151,0.0,3e-06
8220,0.17517,0.0,3e-06
8240,0.17114,0.0,3e-06
8260,0.16838,0.0,3e-06
8280,0.16218,0.0,3e-06
8300,0.15535,0.0,3e-06
8320,0.16468,0.0,3e-06
8340,0.15599,0.0,3e-06
8360,0.16709,0.0,3e-06
8380,0.17579,0.0,3e-06
8400,0.17115,0.0,3e-06
8420,0.14706,0.0,3e-06
8440,0.15566,0.0,3e-06
8460,0.15102,0.0,3e-06
8480,0.14564,0.0,3e-06
8500,0.15398,0.0,3e-06
8520,0.15429,0.0,3e-06
8540,0.15618,0.0,3e-06
8560,0.15493,0.0,3e-06
8580,0.14515,0.0,3e-06
8600,0.14895,0.0,3e-06
8620,0.16924,0.0,3e-06
8640,0.14904,0.0,3e-06
8660,0.16892,0.0,3e-06
8680,0.16391,0.0,3e-06
8700,0.15461,0.0,3e-06
8720,0.15685,0.0,3e-06
8740,0.15887,0.0,3e-06
8760,0.14616,0.0,3e-06
8780,0.14668,0.0,2.99e-06
8800,0.14678,0.0,2.99e-06
8820,0.14886,0.0,2.99e-06
8840,0.15075,0.0,2.99e-06
8860,0.16026,0.0,2.99e-06
8880,0.1528,0.0,2.99e-06
8900,0.15066,0.0,2.99e-06
8920,0.16696,0.0,2.99e-06
8940,0.16893,0.0,2.99e-06
8960,0.15756,0.0,2.99e-06
8980,0.15579,0.0,2.99e-06
9000,0.17026,0.0,2.99e-06
9020,0.15425,0.0,2.99e-06
9040,0.13901,0.0,2.99e-06
9060,0.15343,0.0,2.99e-06
9080,0.14931,0.0,2.99e-06
9100,0.15175,0.0,2.99e-06
9120,0.14423,0.0,2.99e-06
9140,0.16214,0.0,2.99e-06
9160,0.14443,0.0,2.99e-06
9180,0.15321,0.0,2.99e-06
9200,0.16207,0.0,2.99e-06
9220,0.16341,0.0,2.99e-06
9240,0.16497,0.0,2.99e-06
9260,0.17345,0.0,2.99e-06
9280,0.16521,0.0,2.99e-06
9300,0.15369,0.0,2.99e-06
9320,0.17165,0.0,2.99e-06
9340,0.14668,0.0,2.99e-06
9360,0.16225,0.0,2.99e-06
9380,0.15544,0.0,2.99e-06
9400,0.15701,0.0,2.99e-06
9420,0.14369,0.0,2.99e-06
9440,0.14449,0.0,2.99e-06
9460,0.15978,0.0,2.99e-06
9480,0.17188,0.0,2.99e-06
9500,0.15536,0.0,2.99e-06
9520,0.16129,0.0,2.99e-06
9540,0.1525,0.0,2.99e-06
9560,0.16175,0.0,2.99e-06
9580,0.17152,0.0,2.99e-06
9600,0.15549,0.0,2.99e-06
9620,0.15798,0.0,2.99e-06
9640,0.15565,0.0,2.99e-06
9660,0.16159,0.0,2.99e-06
9680,0.16273,0.0,2.99e-06
9700,0.15398,0.0,2.99e-06
9720,0.1545,0.0,2.99e-06
9740,0.17262,0.0,2.99e-06
9760,0.15897,0.0,2.99e-06
9780,0.1446,0.0,2.99e-06
9800,0.15504,0.0,2.99e-06
9820,0.16074,0.0,2.99e-06
9840,0.16277,0.0,2.99e-06
9860,0.14817,0.0,2.99e-06
9880,0.14768,0.0,2.99e-06
9900,0.15781,0.0,2.99e-06
9920,0.17642,0.0,2.99e-06
9940,0.17402,0.0,2.99e-06
9960,0.17977,0.0,2.99e-06
9980,0.15869,0.0,2.99e-06
10000,0.17066,0.0,2.99e-06
10020,0.15941,0.0,2.99e-06
10040,0.15979,0.0,2.99e-06
10060,0.15642,0.0,2.99e-06
10080,0.15908,0.0,2.99e-06
10100,0.1679,0.0,2.99e-06
10120,0.15534,0.0,2.99e-06
10140,0.15239,0.0,2.99e-06
10160,0.16343,0.0,2.99e-06
10180,0.15325,0.0,2.99e-06
10200,0.15806,0.0,2.99e-06
10220,0.15593,0.0,2.99e-06
10240,0.16121,0.0,2.99e-06
10260,0.15407,0.0,2.99e-06
10280,0.15189,0.0,2.99e-06
10300,0.15626,0.0,2.99e-06
10320,0.16366,0.0,2.99e-06
10340,0.16387,0.0,2.99e-06
10360,0.16832,0.0,2.99e-06
10380,0.1491,0.0,2.99e-06
10400,0.14962,0.0,2.99e-06
10420,0.15508,0.0,2.99e-06
10440,0.15513,0.0,2.99e-06
10460,0.17463,0.0,2.99e-06
10480,0.16066,0.0,2.99e-06
10500,0.15963,0.0,2.99e-06
10520,0.16669,0.0,2.99e-06
10540,0.15741,0.0,2.99e-06
10560,0.14678,0.0,2.99e-06
10580,0.16086,0.0,2.99e-06
10600,0.15432,0.0,2.99e-06
10620,0.14437,0.0,2.99e-06
10640,0.15645,0.0,2.99e-06
10660,0.16122,0.0,2.99e-06
10680,0.15601,0.0,2.99e-06
10700,0.15192,0.0,2.99e-06
10720,0.15365,0.0,2.99e-06
10740,0.16063,0.0,2.99e-06
10760,0.15847,0.0,2.99e-06
10780,0.151,0.0,2.99e-06
10800,0.15175,0.0,2.99e-06
10820,0.15801,0.0,2.99e-06
10840,0.16504,0.0,2.99e-06
10860,0.16462,0.0,2.99e-06
10880,0.16168,0.0,2.99e-06
10900,0.17209,0.0,2.99e-06
10920,0.15723,0.0,2.99e-06
10940,0.16646,0.0,2.99e-06
10960,0.17339,0.0,2.99e-06
10980,0.15915,0.0,2.99e-06
11000,0.16097,0.0,2.99e-06
11020,0.16037,0.0,2.99e-06
11040,0.15592,0.0,2.99e-06
11060,0.1495,0.0,2.99e-06
11080,0.16493,0.0,2.99e-06
11100,0.1674,0.0,2.99e-06
11120,0.15683,0.0,2.99e-06
11140,0.14434,0.0,2.99e-06
11160,0.15379,0.0,2.99e-06
11180,0.14069,0.0,2.99e-06
11200,0.15445,0.0,2.99e-06
11220,0.15045,0.0,2.99e-06
11240,0.16741,0.0,2.99e-06
11260,0.14845,0.0,2.99e-06
11280,0.14337,0.0,2.99e-06
11300,0.15158,0.0,2.99e-06
11320,0.14383,0.0,2.99e-06
11340,0.14842,0.0,2.99e-06
11360,0.15698,0.0,2.99e-06
11380,0.15115,0.0,2.99e-06
11400,0.13653,0.0,2.99e-06
11420,0.16489,0.0,2.99e-06
11440,0.16716,0.0,2.99e-06
11460,0.16066,0.0,2.99e-06
11480,0.16008,0.0,2.99e-06
11500,0.15707,0.0,2.99e-06
11520,0.15139,0.0,2.99e-06
11540,0.14359,0.0,2.98e-06
11560,0.1479,0.0,2.98e-06
11580,0.16901,0.0,2.98e-06
11600,0.15482,0.0,2.98e-06
11620,0.15494,0.0,2.98e-06
11640,0.15044,0.0,2.98e-06
11660,0.13932,0.0,2.98e-06
11680,0.16209,0.0,2.98e-06
11700,0.14771,0.0,2.98e-06
11720,0.15573,0.0,2.98e-06
11740,0.14774,0.0,2.98e-06
11760,0.16756,0.0,2.98e-06
11780,0.15386,0.0,2.98e-06
11800,0.15742,0.0,2.98e-06
11820,0.1435,0.0,2.98e-06
11840,0.156,0.0,2.98e-06
11860,0.14154,0.0,2.98e-06
11880,0.1525,0.0,2.98e-06
11900,0.15063,0.0,2.98e-06
11920,0.14904,0.0,2.98e-06
11940,0.15847,0.0,2.98e-06
11960,0.15868,0.0,2.98e-06
11980,0.17213,0.0,2.98e-06
12000,0.14932,0.0,2.98e-06
12020,0.15642,0.0,2.98e-06
12040,0.15893,0.0,2.98e-06
12060,0.15718,0.0,2.98e-06
12080,0.13987,0.0,2.98e-06
12100,0.15556,0.0,2.98e-06
12120,0.14618,0.0,2.98e-06
12140,0.15159,0.0,2.98e-06
12160,0.14516,0.0,2.98e-06
12180,0.13879,0.0,2.98e-06
12200,0.14605,0.0,2.98e-06
12220,0.15187,0.0,2.98e-06
12240,0.15745,0.0,2.98e-06
12260,0.15956,0.0,2.98e-06
12280,0.15941,0.0,2.98e-06
12300,0.16339,0.0,2.98e-06
12320,0.15543,0.0,2.98e-06
12340,0.1541,0.0,2.98e-06
12360,0.18254,0.0,2.98e-06
12380,0.15622,0.0,2.98e-06
12400,0.16371,0.0,2.98e-06
12420,0.16768,0.0,2.98e-06
12440,0.15919,0.0,2.98e-06
12460,0.14523,0.0,2.98e-06
12480,0.14126,0.0,2.98e-06
12500,0.16039,0.0,2.98e-06
12520,0.16587,0.0,2.98e-06
12540,0.16305,0.0,2.98e-06
12560,0.14886,0.0,2.98e-06
12580,0.14939,0.0,2.98e-06
12600,0.16574,0.0,2.98e-06
12620,0.14204,0.0,2.98e-06
12640,0.13851,0.0,2.98e-06
12660,0.16124,0.0,2.98e-06
12680,0.16257,0.0,2.98e-06
12700,0.16005,0.0,2.98e-06
12720,0.15827,0.0,2.98e-06
12740,0.15956,0.0,2.98e-06
12760,0.17414,0.0,2.98e-06
12780,0.16362,0.0,2.98e-06
12800,0.16208,0.0,2.98e-06
12820,0.16211,0.0,2.98e-06
12840,0.1556,0.0,2.98e-06
12860,0.15677,0.0,2.98e-06
12880,0.1789,0.0,2.98e-06
12900,0.16855,0.0,2.98e-06
12920,0.15084,0.0,2.98e-06
12940,0.1626,0.0,2.98e-06
12960,0.17188,0.0,2.98e-06
12980,0.16102,0.0,2.98e-06
13000,0.15232,0.0,2.98e-06
13020,0.15987,0.0,2.98e-06
13040,0.15526,0.0,2.98e-06
13060,0.15528,0.0,2.98e-06
13080,0.1562,0.0,2.98e-06
13100,0.15478,0.0,2.98e-06
13120,0.15429,0.0,2.98e-06
13140,0.15437,0.0,2.98e-06
13160,0.15343,0.0,2.98e-06
13180,0.16895,0.0,2.98e-06
13200,0.15294,0.0,2.98e-06
13220,0.15263,0.0,2.98e-06
13240,0.164,0.0,2.98e-06
13260,0.15059,0.0,2.98e-06
13280,0.16567,0.0,2.98e-06
13300,0.15934,0.0,2.98e-06
13320,0.14748,0.0,2.98e-06
13340,0.14669,0.0,2.98e-06
13360,0.15479,0.0,2.98e-06
13380,0.14888,0.0,2.98e-06
13400,0.14813,0.0,2.98e-06
13420,0.14967,0.0,2.98e-06
13440,0.15903,0.0,2.97e-06
13460,0.15253,0.0,2.97e-06
13480,0.15137,0.0,2.97e-06
13500,0.15466,0.0,2.97e-06
13520,0.14743,0.0,2.97e-06
13540,0.16069,0.0,2.97e-06
13560,0.15598,0.0,2.97e-06
13580,0.16693,0.0,2.97e-06
13600,0.1516,0.0,2.97e-06
13620,0.1668,0.0,2.97e-06
13640,0.16883,0.0,2.97e-06
13660,0.16691,0.0,2.97e-06
13680,0.16954,0.0,2.97e-06
13700,0.16244,0.0,2.97e-06
13720,0.15862,0.0,2.97e-06
13740,0.15584,0.0,2.97e-06
13760,0.15119,0.0,2.97e-06
13780,0.15531,0.0,2.97e-06
13800,0.15321,0.0,2.97e-06
13820,0.1566,0.0,2.97e-06
13840,0.15771,0.0,2.97e-06
13860,0.16189,0.0,2.97e-06
13880,0.15277,0.0,2.97e-06
13900,0.15971,0.0,2.97e-06
13920,0.16311,0.0,2.97e-06
13940,0.15945,0.0,2.97e-06
13960,0.15438,0.0,2.97e-06
13980,0.17539,0.0,2.97e-06
14000,0.14992,0.0,2.97e-06
14020,0.16945,0.0,2.97e-06
14040,0.16809,0.0,2.97e-06
14060,0.14598,0.0,2.97e-06
14080,0.15953,0.0,2.97e-06
14100,0.14482,0.0,2.97e-06
14120,0.15486,0.0,2.97e-06
14140,0.15274,0.0,2.97e-06
14160,0.17306,0.0,2.97e-06
14180,0.1543,0.0,2.97e-06
14200,0.16009,0.0,2.97e-06
14220,0.16764,0.0,2.97e-06
14240,0.15186,0.0,2.97e-06
14260,0.14742,0.0,2.97e-06
14280,0.15988,0.0,2.97e-06
14300,0.15142,0.0,2.97e-06
14320,0.15323,0.0,2.97e-06
14340,0.15319,0.0,2.97e-06
14360,0.1459,0.0,2.97e-06
14380,0.15027,0.0,2.97e-06
14400,0.13755,0.0,2.97e-06
14420,0.14718,0.0,2.97e-06
14440,0.16371,0.0,2.97e-06
14460,0.1607,0.0,2.97e-06
14480,0.16685,0.0,2.97e-06
14500,0.15379,0.0,2.97e-06
14520,0.16369,0.0,2.97e-06
14540,0.15747,0.0,2.97e-06
14560,0.15163,0.0,2.97e-06
14580,0.15897,0.0,2.97e-06
14600,0.16423,0.0,2.97e-06
14620,0.16253,0.0,2.97e-06
14640,0.16174,0.0,2.97e-06
14660,0.14881,0.0,2.97e-06
14680,0.15854,0.0,2.97e-06
14700,0.17154,0.0,2.97e-06
14720,0.18493,0.0,2.97e-06
14740,0.16267,0.0,2.97e-06
14760,0.1587,0.0,2.97e-06
14780,0.18087,0.0,2.97e-06
14800,0.17261,0.0,2.97e-06
14820,0.15113,0.0,2.97e-06
14840,0.14681,0.0,2.97e-06
14860,0.16422,0.0,2.97e-06
14880,0.1605,0.0,2.97e-06
14900,0.15137,0.0,2.97e-06
14920,0.15848,0.0,2.97e-06
14940,0.14963,0.0,2.97e-06
14960,0.1459,0.0,2.97e-06
14980,0.14498,0.0,2.97e-06
15000,0.14432,0.0,2.96e-06
15020,0.15083,0.0,2.96e-06
15040,0.16936,0.0,2.96e-06
15060,0.15307,0.0,2.96e-06
15080,0.14407,0.0,2.96e-06
15100,0.16056,0.0,2.96e-06
15120,0.15597,0.0,2.96e-06
